i,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment_polarity
2187,narendramodi sir 5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2188,ab ki baar 300 paar phir ek baar modi sarkar pm modi final rally lok sabha polls 2019,8,0,4,0,2,2,0,0,0,0,0,0,1,0,0,1,0.0
2189,bjp4india modi bakwas kiye jata hai mann itna oob gaya hai iss se ki vote se hi jawab denge log par uss mein bhi,10,4,2,1,1,0,0,0,0,0,0,0,1,0,0,5,0.0
2190,deshkagauravmodi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2191,deshkagauravmodi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2192,vande bharat express run delhi mumbai route cover distance 12 hours modi govt indian,10,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
2193,modi party redeem yet godse taint irrevocably sacking godses followers,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2194,davhierro aarongarciape presumimos de constitucin elaborada x franquistas por eso solo la pede modificar los misos sin contar conel pu,9,1,1,0,2,0,0,0,1,0,0,0,0,0,0,5,0.0
2195,time india divider chief happymother delhivotekar meravotemodiko dividerinchief,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2196,lewd morphed photo pm modi women journalists delhi police start probe mynation,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2197,inspite rera real estate companies taking home buyers ride ncr narendramodi tdiinfratech mlkhattar please help buyers living dangerous conditions builders bothered,9,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.19999999999999998
2198,bjp 58 bjp mamtadidijaishreeram apnamodiaeyga modilies justicefordruvtyagi,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2199,apnamodiaega mamtadidijaishreeram bengal bengalriots,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2200,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2201,deshkagauravmodi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2202,2014 narendramodi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2203,bignews aicc general secy east uttarpradesh priyankagandhi hits pm narendramodi says biggest actor world mocks modi saying better elect srbachchan pm modi,10,4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0.45
2204,paraphrase einstein bigger fraud narendramodi_in walked earth,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2205,hindujedi amitshah bjp4india narendramodi love name mahatma godse hindu jedi suits personality,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2206,modig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2207,deshkagauravmodi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2208,oxford dictionary steps rahul gandhi slams pm modi new word,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0.13636363636363635
2209,people would oust mamata didi due misrule pm modi via namo app,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.125
2210,positive news day find news item like congress era thok one ready take jem leadership kashmir army let us focus sending modi back pmo jem needs wiped entirely,13,6,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0.10681818181818181
2211,one knows people india better narendramodi every gesture proof look colour kurta,6,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.5
2212,ayushman bharat ko lekar bauhat khush hu unko meri bhi thodi umar lag jaaye emotional connection narendramodi got poor beyond words,10,2,5,2,0,0,0,0,1,0,0,0,0,0,0,1,-0.2
2213,narendramodi 130 kashibolenamonamo,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
2214,pmoindia narendramodi anupmajaisbjp myogiadityanath yogioffice amitshahoffice umasribharti sarvendraedu,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2215,shefvaidya akshaywithmodi trending 1 youtubeindia httweets bharatkagarvmodi,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
2216,brazilian women commodity sex tourism reason visit brasil,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2217,nomoremodi raj thackeray assaulting questioning modi incompetence 2014 could pm act like cm 5 years pm become chowkidarchorhai india lies lynching rape loot modi desistupides paree7861 chilledharry211 shakilpatel86,12,8,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0.0
2218,watch varanasi pm narendra modi dashashwamedh ghat ganga aarti,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
2219,modi ji could find single person benefiting schemes photoshop raj thackeray brings family stage whose photo used modi ji propaganda without knowledge,12,6,1,1,0,0,0,0,2,0,0,0,0,0,0,0,-0.08571428571428572
2220,shekar gupta applauds modis statesmanship met high bar openly polarizing campaign also economy stupid,7,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.2133333333333333
2221,modi amit shah met match mamata ended garnering sympathy ec draconian measure amit shah may wanted end like,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2222,mangal pandey family roots narendra modi pm says safe india modi,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2223,see tmc leader threatening people vote party goes inside booth threatens bjp worker throw booth ecisveep pmoindia narendramodi amitshah,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2224,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2225,reallyswara ur father bhasker approves ur anti india disrespectful leftist tweets secondly narendramodi ji,5,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,-0.025
2226,toaliraza vikramaditya902 ajaykum33330695 moeednj gvs_news narendramodi u dint brake thing u begged,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0
2227,watch shri amitshah interview timesnow watch deshmodikesaath,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2228,modilie new word thats become popular worldwide theres even website catalogues best modilies,4,4,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0.5787878787878787
2229,live shri amitshah addresses public meeting maharajganj apnamodiaayega,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06818181818181818
2230,narendramodi ends term spectacular farewell gift mtnl hal ongc india post amp jetairways india biggest real estate collapse banks like idbi_bank ensuring nbcc takeover jpwishtown fails amp 24 000 homeowners left streets acchedin,20,5,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0.07500000000000001
2231,modilies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2232,modilies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2233,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2234,pm modis special request west bengal cm mamata banerjeewatch video apnamodiaayega via namo app,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.35714285714285715
2235,apnamodiaayega loksabhaelections2019 abkibaar300paar,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2236,majority young varanasi 18 25 age fanatical fans narendramodi ask question theyre ready land punch online bhakts come life easy folks much bhakti good democracy,11,4,6,0,2,2,0,0,0,0,0,1,0,0,0,0,0.32666666666666666
2237,modi hai tou mumkin hain,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2238,cpimspeak narendramodi 2019 abkibaar300paar _,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
2239,mamata didi stop whole west bengal resounding chants jai shri ram way stop lotus bloom mamataofficial mamatadidijaishriram apnamodiaayega,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2240,portrait spoonz x nu est fanart art sketch drawing takscale rules repost modify crop logo use business purpose,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2241,akashbanerjee narendramodi mamataofficial rahulgandhi amitmalviya derekobrienmp arunjaitley hey someone,4,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2242,desperate lead people divisive journalists shameful people giving fitting replies power honest leader narendramodi amp govt abkibaar300paar loksabhaelections2019,10,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0.16666666666666666
2243,wb cm mamata banerjee mathurapur last night came know bjp filed complaint ec hold meeting narendra modi meeting ec brother bjp earlier impartial body everyone country says ec sold bjp,17,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.09999999999999999
2244,navjot singh sidhu congress bilaspur himachal main tumse poochhta hoon narendra modi rafale deal mein tumne dalali ki ya nahi tum behes kar lo sidhu ke saath saare desh mein kahin pe bhi baith ke rahul ji bahut badi baat hai wo top hai main ak 47 hoon 15 05,26,8,5,1,0,3,0,0,1,1,0,1,1,0,0,3,0.27777777777777773
2245,bjp4india pm modi addresses public meeting mirzapur dial 9345014501 listen live apnamodiaayega,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0.06818181818181818
2246,navjot singh sidhu says pm narendra modi came power ganga son go rafale agent modi ak 47 rahul cannon incindia sherryontopp pawankhera ashoswai akhileshpsingh,15,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2247,narendramodi watch honorable pm narendramodi speaking mirzapur nda wave across uttar pradesh,4,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0
2248,watch shri amitshah interview aaj tak apnamodiaayega,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2249,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2250,sardesairajdeep narendramodi better late never happy realized modi best pm,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.2
2251,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2252,vrinda gopinath rips apart modi ji bogus claims simplicity high life man pm style,10,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16
2253,apnamodiaayega savebengalsavedemocracy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2254,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2255,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2256,friend need friend indeed modi beautifully defines lines mea declines share extradition details modi best friends thieves worry elder brother prime minister,12,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.925
2257,modi misplaced focus,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2
2258,ec 1 blocks release book rafale 2 gave way namo tv 3 gives 6 clean chits modi 4 curtails rally wb 1st time india 5 allows terrorist fight election thought ipl wwe fixed,14,8,3,0,1,6,0,0,0,0,0,1,0,0,0,0,0.23333333333333334
2259,hittsvora narendramodi_in republic shivaroor gauravcsawant indiatvnews birth paki always paki,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
2260,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2261,sharad pawar wrote pm modi 2016 asking ngt act amended read weakened green tribunal ruled pune based real estate firm goel ganga deshmaneakshays exclusive huffpostindia 1 n,9,8,5,0,2,2,0,0,0,0,0,0,0,0,0,1,-0.06666666666666667
2262,advocate mazia ilahi supreme court anjali63880797 maheshs91439484 pramodwadekar12 narendramodi rjraunac,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2263,23 may narendramodi mamta apnamodiaayega,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2264,narendramodi apnamodiaayega bjp4india narendramodi aayegatomodihi bengalwithbjp ekbarfirmodisarkar,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2265,tmc apnamodiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2266,mr modi reduced stature prime minister office shambles modilies wrecking india,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
2267,la digitalizzazione comporter un enorme bisogno di retraining sulle competenze digitali ancora una volta viene sottolineato come molti lavori stiano scomparendo molti altri stiano nascendo e tutti vengano modificati dal digitale umbertobertele forumpa2019,20,4,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0
2268,tripoli based govt obtained unmanned drones recent days modified counter devastating eff,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
2269,mamatatoambushmodi mamata also want campaign time place chandra bose bjp leader times sreyashidey details rally,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2270,modilies might merely entertaining used deceive amp destroy nation amp economy,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15
2271,la modificaci del pti eivissa sha aprovat incorporant les propostes de les entitats del camp per contra aquest el consens que promet vmaritorres pp anuncia que si gobierna lo derogar,11,2,6,1,0,0,0,0,0,0,0,0,1,0,0,9,0.0
2272,hahaha rahulgandhi using modi look alike yadavakhilesh using yogi look alike say modi wave yogi done nothing,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2
2273,bjp 1947 bjp 2 jitegamodijitegabharat,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
2274,__ ___ modihiaayega pirsinghmodran bjp4india narendramodi myogiadityanath amitshah aajtak modranrp,6,0,1,0,0,0,0,0,4,0,0,0,1,0,0,1,0.0
2275,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2276,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2277,sagarikaghose narendramodi much bhakti good democracy unless last name starts g spelt g n h starts c spelt c n g r e fanaticism ok congs amp comms others wah,16,3,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0.35
2278,best debut actor award goes apnamodiaayega,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2279,indiatoday amitshah mamata powers use systems like modi sir using personal goals hence,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2280,modiaanewalahai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2281,modilie rahul gandhi mocks pm modi new word english dictionary download r,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06818181818181818
2282,ek tasveer ke liye itna gussa deserves loooong thread arrests posting something pm narendramodi facebook,7,2,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
2283,excerpts interview nationalgeographic channel making indian elections special film heres digital technology local culture amp campaigning come together democratic process worlds biggest elections see modi 2 0 23rd may,12,6,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0.11904761904761905
2284,modilies random bjp spokesperson sir go debate tonight defend stupidity pm modi,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55
2285,pulwama attack bjp conspiracy like godhra says vaghela modi pal rss vaghela said vehicle loaded rdx gujarat registration plates nomo nero conveniently photo shooting corbett amp declared national mourning,15,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0.0
2286,rt want tweet narendramodi ji 23rd may,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2287,pmla applies financial transactions like depositing cash buying mutual fund insurance vehicle excess rs50 000 modi government gujarat elections removed jewellery industry pmla requirements,14,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0
2288,narendramodi rally rahul gandhi navjot singh siddhu arvind kejriwal tejashwi yadav mayawati akhilesh yadav priyanka vadra people always make sure chants modi modi apnamodiaayega,13,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5
2289,implicatedh vikramarora20 rashtrapatibhvn narendramodi pmoindia hmoindia officeofrsp rsprasad deepikabhardwaj trehan_barkha htgurgaon gurugram4bjp mlkhattar cmohry anilvijminister captabhimanyu rao_inderjits raonarbir ramanmalik deepen,13,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0
2290,1 didi arrested girl meme 2 hdk arrested man post sm 3 kamalnath suspended lecturer said bjp win 2019 4 naidu arrested satirist crusaders freedom expression fighting rights fascist modi,15,7,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0.8
2291,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2292,karyakarta meet behala bjp office today narendramodi,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2293,narendramodi apnamodiaayega mamatadidijaishriram gone days people west bengal feared despot leader new bengal people proudly chant modi modi bharat mata ki jai jai shri ram mamataofficial,14,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4681818181818182
2294,apnamodiaayega narendramodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2295,narendramodi namoagain aayegatohmodihi ____,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
2296,ask modi govts performance last five years hereis response,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2297,mamataofficial mahathugbandhanend 7 narendramodi 23___,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
2298,modilies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2299,vote narendramodi support modisarkar saveindia,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2300,boycottamazon rate uninstall republic show ban amitshah narendramodi,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2301,implicatedh vikramarora20 rashtrapatibhvn narendramodi pmoindia hmoindia officeofrsp rsprasad deepikabhardwaj trehan_barkha htgurgaon gurugram4bjp mlkhattar cmohry anilvijminister captabhimanyu rao_inderjits raonarbir ramanmalik deepen,13,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0
2302,3 questions media never asked rahulgandhi allegations true national herald achievements 3 time mp amethi basis conclude rafale deal scam,10,1,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0.35
2303,started poll campaign morning chandigarh kirronkherbjp meeting people shivalikgarden manimajra going public rallies great sense belonging one amp narendramodi ji want vote amp development,16,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4
2304,21 pm narendramodi apnamodiaayega,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2305,5 apnamodiaayega,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2306,see name called bofors next gen elections tab tak ke liye shabbkhair ch world modilies,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2307,phirekbaarmodisarkar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2308,pm modi addresses public meeting mirzapur dial 9345014501 listen live apnamodiaayega,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06818181818181818
2309,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2310,last year ecisveep delayed announcement poll dates 5 states 3 hours accomodate pm modi rally allows campaigning wb till 10 pm tonight modiji address 2 rallies ec takes orders bjp headquarters,16,7,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0.0
2311,county needs resources ensure steady constant supply commodities including family planning says dr koiyo county director health jazashelves healthforall,12,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333
2312,forex traders callum_thomas usdcny path trade battle continues actually fits fibo projection recent highs break audusd commodity currencies like,9,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2313,piyushgoyal apnamodiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2314,modi clear adult version kid mom tells become like become living example dynast last 15yrs nothing surrounded sycophants like gentleman sad reduced level,10,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,-0.075
2315,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2316,first tonight last weekend life strange episode 3 livestream precise slightly modified version additional hedgehogs making even better original thrown convenient volcano,8,3,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0.18690476190476193
2317,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2318,1 shame bjp modi bjpsedemocracybachao,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2319,watch shri amitshah interview aaj tak apnamodiaayega,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2320,ac pm narendramodi apnamodiaayega,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2321,lifestylemodification weight exercise weightloss weight,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2322,bjp4india narendramodi bjp4india modioncemore,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2323,reuters prime minister narendra modi hindu hardliners turn indian theater battleground,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2324,pm narendra modi mau thought way mamata didi targeting bihar purvanchal ppl calling outsiders politics behen mayawati surely slam mamata didi happen,13,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5
2325,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2326,jaan gaya janta statue toda mamata apnamodiaayega,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2327,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2328,trabajo en uber esto es cierto el jueves pasado hackearon mi cuenta la estuvo usando un tal miguel ngel modifico mi mail nmero telefnico tengan en cuenta todo cuando suban cualquier transporte porque estas cosas pasan,23,1,3,2,0,1,0,0,0,0,0,0,1,0,0,5,0.0
2329,destroyed heritage bring back vidyasagars statue mamata banerjee pm modi saying build grand statue vidyasagar site,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
2330,myogiadityanath narendramodi pmoindia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2331,apnamodiaayega 56perumal ayegatomodihi abkibaar300paar amitshah ji honr sh narendramodi ji pmoindia great leader rssorg narendramodi ji swamy39 ji sambitswaraj ji bjp4india myogiadityanath ji rakeshsinha01 ji shubhrastha,15,1,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0.8
2332,pmn786 ijay_555 joydas modiji masters smriti irani 12th pass r u graduate u r kya ukhad liya tumne bhai,10,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
2333,iamnikitaahuja narendramodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2334,kartarpur sahib corridor punishment guilty anti sikh massacre shri narendramodi gifts sikhs officeofssbadal village mahi nangal bathinda punjab loksabhaelections2019 rajnahisewa jokahangesokarange,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
2335,lotrrox javiermaso hola ese tipo de modificaciones debern solicitarlas mediante instancia general disponible en,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05000000000000002
2336,abhijeet0jk narendramodi,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
2337,sorry narendramodi ji,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
2338,firsemodi2019 tajinderbagga,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2339,loan car interest best cars modified dur flex,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2340,mamataofficial narendramodi amitshah bjp4india bjpbengal,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2341,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2342,last good solution problem waste narendramodi ji rs 500 crore ntpc plant help delhi turn trash power bio cng india news times india,17,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0.16666666666666666
2343,2014 modi said 300 crore trade facility would revive varanasi weavers 2019 huge complex virtually empty prakash singh sells banarasi saris told huffpostindia customers sales income,14,5,3,0,1,3,0,0,0,0,0,0,0,0,0,0,2.7755575615628914e-17
2344,thetalkinghead2 hello_nitish rahulkanwal aroonpurie rohini_sgh bainjal arun2981 roflgandhi_ aman_diol pre poll survey know faces behaviour amit shah amp modi incidate downfall bjp clearly atleast 100 seats conf,16,4,1,1,1,2,0,0,2,0,0,0,0,0,0,1,0.10000000000000002
2345,narendramodi mamatadidijaishriram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2346,indian muslims follow ideology burhan wani afzal guru fear future modi,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2347,public knows tmc goons broke statue vidgyasagar apnamodiaayega,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2348,scroll_in modi picture thumbnail implying something,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2349,tmc apnamodiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2350,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2351,apnamodiaayega narendramodi rahulgandhi bjp4india incindia huatohhua source iampolsol,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2352,modi code conduct another visual free fair election,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3666666666666667
2353,rupasubramanya narendramodi genuine tharanga kannada weekly magazine magazine manipal media group reputed publication existence last 36 years sister publication udayavani kannada daily shared mont,14,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0.13333333333333333
2354,nikhilraaz000 narendramodi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2355,mbprajapati sagarikaghose narendramodi think someone slapped,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2356,guy fetish statues 3500 crore monstrosity condition employees even paid demolishing vidyasagar statue trying manipulate bengali emotions wonder raga mocked modilies shame eci 4 banning,12,7,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0.0
2357,tajinderbagga narendramodi amitshah smritiirani kailashonline bjp4bengal today onwards mamta banerjee,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2358,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2359,correct wrong leaked pictures exitpoll2019 appeared exactly like script modi interview newsnation channel article324 apnamodiaayega modilies punjabjhadunaal pulwama,8,2,4,1,2,0,0,0,0,0,0,0,1,0,0,0,-0.125
2360,bjp spent 39 crore facebook ads west bengal last 2 months imagine total money spent bengal total black money involved game modi back power actually u imagine huge amount,11,5,7,0,3,2,0,0,0,0,0,0,0,1,0,0,-0.03666666666666667
2361,modi assisted allowed amp accommodated loot country amp escape criminals govt must cover tracks whatever means possible modilies,10,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2362,clarkeyoblick sagarutsav23 cpimspeak narendramodi interested,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2363,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2364,modi gets elected constitution democracy danger majoritarianism rahul g,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2365,many temples demolished corridor taking proper care deity locals problem one masjid local fears lady finger swara bhasker able digest hindu muslim living harmony modi rule,15,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25
2366,modis parents didnt loot india decades great grandpa grandma dad everybody family looted india prince whats insult,12,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8
2367,fair elections hanging dalits arresting girl harmless meme violence threats booth capturing etc unfair election modi conducting public rally,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06666666666666665
2368,shubhrastha 48 72 apnamodiaayega savebengalsavedemocracy,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
2369,want justice dhruvtyagi happen delhi people delhi feel safe narendramodi rajnathsingh bjp4india,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
