tweet_id,tweet_text
600,  sabsebadajhootamodi modi lies economic growth having picked rule sensex underperformed
601,  narendramodi deshkishaanmodi
602,  modijis gas scheme poster woman forced cook cow dung
603,  manojtiwarimp khesarily deshkishaanmodi
604,young boy wears modi mask policeman beats s real choice india mai baap control police state waiting corrupt congress ecosystem return vs aspirational india sees modi fighting
605,  rupasubramanya narendramodi tweets nice joke modis achievement fight fiscal deficit
606,  deshkishaanmodi narendramodi byadavbjp siddharthanbjp vijaygoelbjp drsanjaymayukh sandeepfromvns sujeetsoni_bjp girishgohil_bjp gkmadathil
607,live shri nitin_gadkari addressing press conference bjp hq deshkishaanmodi
608,  deshkishaanmodi
609,congress shedding crocodile tears defence minister nsitharaman modiinsviraatattack
610,  cammodisane effsouthafrica s vote
611,modi lies score retd vice admiral demolishes modi latest lie responsibility citizens expose pack lies head amp gain insights sabsebadajhootamodi
612,eu amo perfectionists mas pra negar que srie teve nenhum desenvolvimento mesmo indo pro episdio roteiro parado vilo fraco marlene pegou vrios plots de pll modificou pra enfiar na srie quando ela deveria ter algo prprio dela
613,people muslim religion comment modi kind holy war coz
614,gross bank credit grew lakhcr retail loans grew lakh cr personal loans grew lakhcr outstanding credit cards grew cr despite large psbs pca better yr modinomics
615,responsible citizen want strong amp stable government don let day vacation leave years regret amp vote voice heard vote counts vote nation nationfirst narendramodi
616,truly verily descended northeast bengal odisha corner india place divinity signals protection nation rapacious forces amp ensure phirekbarmodisarkar modihiaayega breakoutdecade
617,ins viraat insulted personal taxi happened rajiv gandhi family day vacation said narendramodi
618,  sabsebadajhootamodi
619,  narendra modi deshkishaanmodi narendramodi
620,  ins sabsebadajhootamodi
621,dua karo ki na aaye kunalkamra sabsebadajhootamodi modikafakegdp moditohgaya
622,  onepluspro deshkishaanmodi thursdaythoughts maharanapratap
623,modi deliberately trying change subject performance nt react nt rajiv gandhi
624,ecosystem defend rg saying gandhi family board ins viraat official visit forgot mention example pm family visiting indian aircraft carrier deshkishaanmodi
625,  deshkishaanmodi modihiaayega tajinderbagga gauravbh payal_rohatgi
626,seeing eminent loss ls elections outgoing prime minister trying best divert attention indian voters respected pm indian voter wise mature desperation sabsebadajhootamodi
627,real accidental prime minister sanjay gandhi died plane crash amp indira gandhi forced rajiv stand amethi indias political history different despite missteps rajiv heart good man job wanted column
628,  pcmohanmp narendramodi bjpkarnataka nice interview pm boldly point developmental
629,  man commodity
630,  narendramodi abdullah_mar k laxman ji rajiv holiday bangaram island
631,  elections turning point indias rise world pm narendramodi pmoindia bjpkarnataka
632,frustrated pm unable accept party going lose elections badly resorting fake statements amp throwing muck prime ministers india divert attention peope real issues results wo nt change sabsebadajhootamodi
633,  modiagain
634,live shri amitshah roadshow bhopal madhya pradesh modihiaayega
635,fudged gdp means following misled policy makers state central government budgetary allocation foreign investors credit rating firms stock markets corporate india voters media esp business farmers rbi sabsebadajhootamodi
636,relax crime pm holiday energize s human pm modi setting bad precedent president obama took vacation days yrs office airforce vacations family rajivgandhi
637,lies damned lies modi lies sabsebadajhootamodi
638,  jharkhandbolemodimodi deshkishaanmodi
639,  jharkhandbolemodimodi deshkishaanmodi
640,  sabsebadajhootamodi apt way describe modi ji leave stone unturned amp lengths
641,  narendramodi sureshpprabhu harvotemodiko
642,  deshkishaanmodi
643,  ajaydevgn narendramodi ravikishann nirahua manojtiwarimp _
644,opinion honourable narendramodi looks tremendously awkward unnatural uncomfortable phoney gl
645,disgusting people like rajivgandhi power misused privilege personal leisure ins viraat honeymoon suit pride indian navy insvirat rahulkabaapchorhai rajivgandhichorhai vanitajain sandeepfromvns mini _
646,  bjpindia narendramodi incindia pawankhera sambitswaraj real modi
647,pm narendramodi ji tribute great warrior maharana pratap narendra modi ji said life story great t
648,didn modi wipe face flag wrong having ancestral home pakistan true person moved india dumdum
649,buongiorno milano maggio duomodimilano bmeteo beautyfromitaly
650,  narendramodi zeenews
651, 
652,pm narendramodi gave free hand armed forces deal terrorists masters congress leaders allies objecting left chance demean forces amp valour pm manmohan singh rejected air force chiefs advice strike pak
653,  sanjaynirupam sir modi ki puri baja di hai apne newly appointed mrcc president doesn talk stays mum time
654,evm mamataofficial tmc ecisveep narendramodi
655,  deshkishaanmodi
656,  jharkhandbolemodimodi
657,  dev_fadnavis bharatmangemodidobara
658,  modikoe _ lol let hope don change
659,  sudhirchaudhary narendramodi zeenews
660,  narendramodi jharkhandbolemodimodi
661,lok sabha elections modi clocks nearly miles polls hindustan times
662,disgrace society hmoindia narendramodi_in myogiadityanath hang
663,jai hte de la nouvelle saison tout moment va avoir une nouvelle map quelques villes modifies etc ou si se trouve rien aura chang sest juste fait bait et va jouer les bulles se week end
664,time billion indians know primeminister rajivgandhi family vacationed ins virat important prime minister narendra modi raised today address loksabhaelections
665,  deshkishaanmodi
666,shame vinod dua journalist kattar congressi ravish kumar hand spotted sp bsp rally motive defeat narendramodi hook crook wednesdaywisdom
667,rt socialtamasha deshkishaanmodi congressneveragain
668,dear narendramodi gentle reminder case forgotten india voted rajeev gandhi account work thanks
669,issues hurt bjp delhi sealing drive unemployment absent mps reliance modi things benefit aap ak focusing delhi power water bills better schools teachers home delivery services volunteers
670,  roshankrrai narendramodi high time liar shown door sick tired dirt
671,  deshkishaanmodi common person experiencing ease living everyday life continuous suppor
672,  narendramodi rsprasad
673,  narendramodi follow jahnavijain _
674,  jharkhandbolemodimodi deshkishaanmodi
675,bharat tere tukde honge freedom speech modi modi threat digvijaya roadshow fir registered people chanted modi modi rahul roadshow cop slapped boy wearing modi mask dhanbad urmila roadshow people beaten borivali chanting modi modi
676,mr modi turned habitual liar fact eminent personalities like vice admiral retd vinod parischa having set records straight shows vile nature modi lies downgrading indian political discourse shameful sabsebadajhootamodi
677,  modi
678,pm modi inverview mamata banerjee hates lord ram issues durga puja vi
679,india today modify report rajiv gandhi ins virat personal taxi pm modi raised issue
680,pm chosen new topic lie distract people india inventing lies rajivgandhi latest rajivgandhi vice admiral retd vinod pasricha clarified times sabsebadajhootamodi
681,  vijaysankalprally deshkishaanmodi
682,didi accept slap blessing ask nt slap cheated lakhs poor chit fund scams slap run ttt trinamool tolabaji tax pm modi asks mamata purulia rabindrajayanti
683,  jharkhandbolemodimodi deshkishaanmodi
684,hair makeup trends captured hottest commodity metgala red carpet undivided attention
685,brazenly holidaying tax payers expense indian navy ships stealthily sneaking india indian security secret overseas holiday locations nehru italian dynasty come long way pm narendramodi expose sonia amp rahul
686,  rahulkanwal hey moron kanwal naval officer rejected modi claim shame blot journalism retd vice admiral vinod pasricha modis statement ins viraat sent rajiv gandhi family amp laws island holi
687,  rabridevirjd modiaanewalahai
688,  narendramodi kharge
689,man nehru gandhis outsmart nawab mughal sultan opulent lifestyle cost taxpayer robert clives british raj shame way partied money continued unabated thankfully modi came
690,story girl going touch heart wish child facilities child right narendramodi rahulgandhi imgrasshopper fekoslovakian
691,vice admiral vinod pasricha exposes pm modi lies rajivgandhi generals vp malik amp bikram singh nailed lies surgical strikes upa pm modi habitual liar armed forces set record straight time amp time sabsebadajhootamodi
692,  narendramodi dev_fadnavis amitshah nt understand building secretary chairman blackmail
693,  phirekbaarmodisarkar narendramodi bjpkarnataka
694,vote bjp rajiv gandhi s ignore narendramodi killed economy jobs msme sector people running scam called demonetisation years lol
695,  narendramodi abpnewstv almighty god prayed calling true correct method meditation helps powerful spiritually tap ocean joys meditating gods words reaches tenth door
696,narendra modis non official trips rs crore bjp paid iaf years scroll_in
697,armed forces worried misused rajiv cruise liner nehru air uber mistresses modi allowed talk decisions royalty
698,true deliverance man deliverance avidya e ignorance destroying positive rabindranath tagore bjp rss modi
699,  deshkishaanmodi
700,shiv sena backs pm modi bhrashtachari remark says price rahul paying insulting savarkar
701,  hardilmeimodi hargharmodikesaath bharatkagarvhemodi modihaitovikashai jaihind
702,mamataofficial vs people pmoindia tells manogyaloiwal purulia bengal narendramodi says colleague manogya attacked earlier claimed freedom expression attack suddenly silent interview live indiatoday
703,  lifestyle modification nt lifestylechange weightloss portioncontrol livehealthy exercise nutrition healthyliving eatwell foodquality wellness macros calorie cleaneating veganlife
704,  delhiiswithbjp koi drink pappumutra ki add banao chamcho ko bhejo waise kamino ne add achhi banayi asli mein yeah chamcho ka chashma hai jo congress time pe chamcho ne laga rakha tha abb inko sab achha achha dikhne laga jab narendramodi bjpdelhi ki government hai
705,  lifestyle modification nt lifestylechange weightloss portioncontrol livehealthy exercise nutrition healthyliving eatwell macros calories cleaneating veganlifestyle
706,  _ _
707,  datadarbar lahoreblast
708,  narendramodi rahulkachallenge
709,km stretch purulia nh pm held rally crowd larger city seen entire stretch filled cars trucks trolleys state govt tmc allow bjp buses jeetegatomodihi modihiaayega
710,  bjpindia modiaanewalahai bharatkagarvmodi modihiaayega modikafakegdp
711,evm mamataofficial tmc ecisveep narendramodi
712,  narendramodi deshkishaanmodi
713,transasese bharatkagarvmodi
714,ex pm ins virat family holiday link story pm narendramodi raked lot unanswered questions shehzad_ind meghasprasad murleetn
715,  jharkhandbolemodimodi
716,known bravery courage jihadi akbar reign worshipped royal families rajputana bold brave right childhood sure going valiant person grew artwork sengardeep
717,lot people don know alleged nude picture jonathan spence fictitious claim started leroy thomas infamous neverland taking polygraph test maury talk leroy found lying claims exist period
718,  narendramodi best example positive work good vision reach successfull journey
719,  modihiaayega
720,  deshkishaanmodi
721,  deshkishaanmodi
722,  plz watch amp share deshkipasandmodi bhopal modihaitovikashai
723,canadian akshay kumar making fun saying petrol rs litre looks like scam petrol price rs scam acche din kind acting social media sabsebadajhootamodi
724,hand pm narendramodi hasn allowed family enrich position mother travels rickshaw hand family corruption misused public resources amp strategic defence asses like ins viraat family vacation
