index,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment score
322,finally voted phase loksabha modihaitohmumkinhai modiagainsaysindia everyvoteformodi indiabolemodidobara modihiaayega narendramodi amitshah bjpmaharashtra dev_fadnavis neel_apte deepvalesha,9,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
323,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
324,congress airforce modi went balakot thanks airforce modi taking credit t,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
325,habitual lier includes marital status amp degree certificate sabsebadajhootamodi,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
326,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
327,lies lies lies modi makes perfect square sabsabadajhootamodi t,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
328,anti modi gang spreading canard bjp best govt formati,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
329,promises modi ji delivered hide failures amp divert peoples attention failures modi ji stoops new low sabsebadajhootamodi,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06818181818181818
330,  live vice admiral vinod pasricha retd said lie prime minister official visit nt holiday facts nt matter mr narendramodi incindias pawankhera addresses media electionswithnews pmrajivjibe,15,2,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0.13636363636363635
331,  cnnnews narendramodi gvlnrao resources self aggrandisment pr bill s crore kon tera baap bharega kya,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0
332,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
333,easy goamining dependents drawing income particular industry shift industry man owning mining truck operate trucks shop owner mining belt narendramodi nstomar nitiaayog goacm,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
334,let remind disgusting mha modi nd march month delhi government formation mha issued notification remove delhi governments control acb services amp department direct impact common citizen delhi,16,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.39999999999999997
335,  deshkishaanmodi modihiaayega narendramodi amitshah,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
336,  bjpindia rss narendramodi vijayanpinarayi cpimspeak cpimkerala cpimlliberation kerala hub anti hindu t,7,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
337,lie pm modi nailed sabsebadajhootamodi,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
338,  sabsabadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
339,media saying ppl angry modi throwing chairs ppl throwing away mamata rule,6,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5
340,  pradip baaki sab badme pehle yeh bata dijiye winning amethi,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
341,  inctelangana truth article deshkishaanmodi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
342,modi targets dead leaders sifydotcom cartoon,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2
343,watch live shri amitshah addressing public meeting balrampur uttar pradesh deshkishaanmodi,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06818181818181818
344,  ani use insult advantage learn modi sample mamata ll slap modi modi aap didi hain apka aadar karta hu ll blessing congress modi rajiv corrupt congress aise kaise bola,19,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.5
345,  gkpabhishek piyushgoyaloffc yadavakhilesh narendramodi bilkul milega ko btw lallantop dekhne se accha kuc,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0
346,explained modi coward sabsebadajhootamodi,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
347,modi ji high court cleared pm rajiv gandhi charges bofors case bjp govt govt supreme court dismissed appeal bofors cared truth sabsebadajhootamodi,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
348,  iyc keshavyadaviyc srinivasiyc satyajeettambe riarevealed milinddeora sabsebadajhootamodi,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
349,medal best liar narendramodi gold platinum shameless modi,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
350,  sabsebadajhootamodi shameful modi bhakt rahulkanwal shares lies chela t,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
351,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
352,dear pm narendramodi abrogation articlea article absolutely necessary farooqabdullah _ omarabdullah ghulamnazad amp mehboobamufti converted kashmir syria amp repealed help convert jmu ladakh,14,1,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0
353,diversidade de saberes oxignio para uma universidade de excelncia sociedade que nos financia precisa esta,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
354,  nofake voici mon beaufrre flic au congo qui patrouille dans un lourd x pour garder le pays en situation pacifie par tout les moyens jug adequats le mec opine que pour calmer le neuf trois il faut juste des toyota avec des parebuffle et moins de droits de homme,18,3,8,2,2,0,0,0,0,0,0,0,0,0,0,14,0.0
355,  rajivgandhi ins viraat private taxi pm narendramodi picks story media archive dug twitter user dprarohana handle stands shadow banned,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
356,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
357,landmark judgement set precedent builders won harass homebuyers anymore slapping defamation case whn cornered bcoz thr non performance amp cheating hatsoff shilpithard bravepedestrian pls act dev_fadnavis narendramodi agnt mplodha,22,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0
358,  jokeoftheday jaayegatohmodihi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
359,exclusive remember pm modis pet project ro ro ro pax ferry services suspended month inauguration,7,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0
360,yeah like indian voters selecting modi pm,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0
361,  rss moditohgaya jayegatomodihi abhoganyay,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
362,l sabsebadajhootamodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
363,  bjpindia bjpsamvaddelhi pmoindia narendramodi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
364,  bjpindia toss ka boss modi,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
365,  deshkishaanmodi thursdaythoughts earlier muslim crowd like eid bakrid bigger gathering modi rallies listen muslims varanasi case doubt modi represents hindu population india,12,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
366,  seriousfunnyguy renmishra narendramodi sad dat humanity left world person continuously wrk betterment india ppl bcam selfish didn nearby development dey didn personal gain hats nar,13,2,8,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.25
367,cry baby modi rd sabsebadajhootamodi,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
368,  sabsebadajhootamodi changed meaning lying,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
369,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
370,exclusive parliamentary committee bjp mps murali manohar joshi blames modi govt compromising indias safety amp security says defence preparedness level unacceptable situation ominous read t,15,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
371,modi challenge cartoon amarujalanews,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
372,rti response reveals bjp paid rates low rs trip prime minister january dear india tax money spent modi luxury trips instead development feel,12,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05
373,tmc deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
374,india young people coming large numbers vote nyay older experienced voters understood powerful idea modi ji time time change come abhoganyay,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3161904761904762
375,  vickyaarya narendramodi rahulgandhi incindia incindialive priyankagandhi rssurjewala yadavakhilesh,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
376,  incindia sabsebadajhootamodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
377,ramlila maidan delhi aamaadmiparty incindia deshkishaanmodi,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
378,  loksabhaelections mamata insulting constitution accepting pm mamatabanerjee narendramodi,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0
379,dear governor mikesonko state health facilities nairobi leaking amp dilapidated building water logged rooms danger leaking roof live electric power water medical commodities store soaked estherpassaris babu_owino moh_kenya whokenya,19,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06818181818181818
380,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
381,bebein annesi doum srasnda lnce ailesi tarafndan kalbi balanm siyah tirtl adama dikkat kalbi alan kii len annenin kalbini tayan adama bebein tepkisi inanlmaz,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
382, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
383,  pmmodionabp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
384,exclusive election indias turning point pmmodi namo app,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
385,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
386,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
387,modiporter robinson amp madeonshelter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
388,  niamor jeromedesudie davduf giletsjaunesgo tropical_boy bopealouis modigliani enmodemacaron atheepratiquant collcartonjaune babar_le_rhino razoor ccastaner ah oui est la classe vegas,12,1,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0.0
389,  _ _ _ _ phirekbaarmodisarkaar patliputrakalalramkripal shasaknahisewak,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0.0
390,  pmmodionabp deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
391,  rahulgandhi loan waiver days kamal nath loan waiver possible days modihiaayega,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
392,  narendramodi manogyaloiwal deshkishaanmodi youth chanting jai shri ram mamataofficials house kalighat west bengal way,8,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
393,age rajiv gandhi blown pieces sl terrorist age modi clicking pictures outside white house travelling abroad rss money amp roo baroo hounding amp abusing rajiv modi amp paid trolls committed unpardonable sin,18,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
394,  yourgalneha amitmalviya let sink tajinderbagga amitmalviya shefvaidya vivekagnihotri rishibagree mvmeet jhasanjay anupampkher aiyshwaryam lambaalka reallyswara haftawasooli sarcasticrofl modiledubega nehr_who t_d_h_nair sanju,11,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
395,  phirekbarmodisarkar gambhirforeastdelhi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
396,  ashikismyname yourgalneha amitmalviya tajinderbagga shefvaidya vivekagnihotri rishibagree mvmeet jhasanjay anupampkher aiyshwaryam lambaalka reallyswara haftawasooli sarcasticrofl modiledubega nehr_who t_d_h_nair sanjukta realhistorypi,11,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
397,  narendramodi rajnathsingh _ _ _,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
398,modi needs explain lady won election lies education amp repeatedly spread fake news powerful cabinet minister,9,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1
399,vajpayee son law shimla holidays indian airforce aircraft modi iaf choppers photo shoot locations amp partys programs world wide pm president travels military provides family convoy needless controversy,21,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2333333333333333
400,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
401,  sweetu ranjeet siya sahilvikas maltiupadhyay asha__gupta somdutt bluee_bld modified_sher drvarun anuragtamrakar badepapapart aaryavrat mmastarji _ baisaraj jyoti_saffron iavadesh raj_sri rajdevj agrwalr,15,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
402,exclusive election indias turning point pmmodi,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
403,pm modi ins sabsabadajhootamodi,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
404,  stymo dhruv_rathee chirufollower rahul gandhi called modi chor gaali allegation proof modi responded kind reminded rahul gandhi disgraced father looted bofors kickbacks uncle ottavio qua,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6
405,  chouhanshivraj chouhanshivraj deshkishaanmodi,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
406,nt forget unnav nt forget unemployed youth nt forget farmers suicide nt forget farmers attacked sabsebadajhootamodi,5,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0
407,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
408,  modijahanvikaswahan continuous efforts modi govt dreams children education jobs youth,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
409,dear delhi parents vote wisely tv bhakti modi won bright future children government party like aap parents time private schools try loot exorbitant fees hike vote wisely,14,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0.41999999999999993
410,  narendramodi nayay,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
411,  narendramodi amitshah ramlal phirekbaarmodisarkar hardilmeimodi harboothparmodi,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
412,  ayegatomodihi jai shri ram,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
413,  ashokepandit don cal kashmiri pandith ur language cheap oh modivirus,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0.4
414,prime minister narendra modi hold rallies today azamgarh jaunpur amp prayagraj uttar pradesh bankura amp parulia west bengal file pic,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
415,yeh kya se kya ho gaya dekhte dekhte modi ji toh haar ke darr se pura bhokla gaye hain,8,3,2,0,1,0,0,0,0,2,0,0,0,0,0,3,0.0
416,  manojtiwarimp modihiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
417,  _ pm modi interview aaj tak campaign purulia,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
418,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
419,  hmoindia pmoindia awasthis kapilmishra_ind modifiedvikas tajinderbagga drhvoffice pmoindia sardanarohit,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
420,  narendramodi fairly inaccurate surprising article relating pms holiday accused naval ships taxi surfaced soon narendramodi called chor year old report inaccuracies,8,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5
421,muck modi utters going land face time lets lies win truth triumphs sabsebadajhootamodi,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
422,  narendramodi modihiaayega namowithharyana bjpsirsa bjphisar mlkhattar subhashbrala subhashbrala sunitaduggal brijendraspeaks,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
423,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
424,mr modi bjp trying hide failures abject acceptance surrender defeat knowing internal reports booth reports phases dramsinghvi sabsebadajhootamodi,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
425,  narendramodi pmmodionabp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
426,  reallyswara epic response man approached selfie airport video heard saying ma aayega modi hi,6,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1
427,  narendramodi ready debate sir,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
428,retd vice admiral lambasts pm modi ins viraat allegation pm shri rajiv gandhi mr gandhi official visit sabsebadajhootamodi,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
429,  amitshah amitshahoffice bjpup bjpindia deshkishaanmodi loksabhaelections,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
430,  transformingindia bjpmission narendramodijindabad,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
431,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
432,shame gautamgambhir know mandatory filthy misogynist bjpindia sordid fake pamphlet atishiaap crossed limits attack woman cost dearly narendramodi,7,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.65
433,activity onboard naval ship transmitted recorded helicopter landings modi days pm let check defence ministry prove allegation,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
434,  mrchoudharys dchautala narendramodi sal pehle haryana mein punjabio ki dukane kis ne jawali thi chun chun ke,10,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0.0
435,  karma rajivgandhichorhai gandhipariwarchorhai justmodi video link youtube,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
436,modi ji india interested blatant lies rajiv gandhi ji dishing look interested know sabsebadajhootamodi,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
437,gandhi family ins viraat personal taxi modi,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
438,  harboothparmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
439,  isinghapurva modifiedvikas rahulgandhi priyankagandhi monurajasthan hindu_blood sengarlive singhawantika harishgariyabjp abhijatmishr marchanapandey premi _ mesmerieye_zer isapnamishra meghagupta kajal_jaihind,8,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
440,non monsieur le dput la faute morale vient de la majorit qui accept de modifier la loi en la rendant dramatique pour les enfantsplacs nous remercions les dputs qui ont vot contre la loi la demande des premiers concerns cessez votre instrumentalisation,19,2,3,0,1,0,0,0,1,0,0,0,0,0,0,16,0.0
441,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
442,  divyaspandana narendramodi zero concern police man collapsed stage campaigning continues,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
443,super love super leader people bankura deshkishaanmodi mainbhichowkidar,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38888888888888884
444,pm modi lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
445,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
446,nervous vs confident refers chits vs impromptu avoids eyecontact vs straight looks fighting vs elections bjp cell spent millions create pappu pappumodi presented rgpm abhoganyay,12,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.19999999999999998
447,  pmmodi economy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
448,  sushilmodi nitishkumar narendramodi laluprasadrjd sushilmodi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
449,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
450,mamata banerjee paranoid municipality trucks remove banners bjp narendra modi paranoia comes fact didn development work past years scared voted power,14,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.25
451,  sabsebadajhootamodi lies lies lies incessantly targeting alive sick despicable person modi,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.30714285714285716
452,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
453,modi speak issues like jobs farmers distress economy fake jumlas failed issues divert attention non issues amp resort personal insults martyred terrorists sabsebadajhootamodi,14,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333
454,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
455,fir registered group people raised modi slogans digvijaya _ roadshow bhopal mp police personal seen wearing saffron scarves amp campaign cong candidate democracy safe cool amp giving flying kisses liberals ecisveep desimojito,18,8,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0.2833333333333333
456,great connect masses promising vision country ability deal modi company venom patience dignity mr rahulgandhi best pm material india decades rgforpm,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666
457,  narendramodi amitmalviya epic scenes visit modiji pm west bengal moditohgaya,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
458,  betterpakistan hakumat league nai kee hai aur app kai khayal main modi ko summon kareen,10,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0.16666666666666666
459,  kesari mandeepbajwa krajeebanker imtaps narendramodi mr bajwa inc member read bio,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
460,  narendramodi bjpdelhi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
461,je vous conseille aller regarder arrt qui modifie les maquettes de des si vous avez,7,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0
462,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
463,narendra modi accused rajiv gandhi ins viraat personal tour retd vice admiral vinod pasricha commanding officer ins viraat says nt m missing mani shankar aiyar sabsabadajhootamodi,15,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1
464,pm lying truth times sabsebadajhootamodi,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
465,ridculo virou modinha adolescente gostar de van gogh triste,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0
466,  airtel_presence narendramodi bjpdelhi smartly airtel replied pop messages kind,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.40714285714285714
467,pm modi lists abuses hurled says congress spare mother nam,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
468,lets debate bofors rafale minutes mr modi rahulkachallenge,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
469,purulia west bengal ahmedabad gujarat people gathered glimpse pm narendramodi deshkishaanmodi,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
470,  onepluspro blockbustermaharshi viswasam ayogyaarrivestomorrow deshkishaanmodi sabsebadajhootamodi sarkar,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
471,  onepluspro maharanapratap thursdaythoughts deshkishaanmodi,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
472,  nidhi believe ndtv chatu ravish jamat working hard uproot modi government,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2916666666666667
473,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
474,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
475,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
476,modiji knowing according maintain image come sorts excuses going able escape excuses time abusing family panic rahulgandhi ji,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
477,congress problem called lakh suit gifted pm modi absolutely issues ins virat personal vacation exposed navy vessel secrets amp capabilities foreigners,14,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2333333333333333
478,felt twitter twitterindia jack shadow banned pm narendramodi ac,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
479,yesterday bebest anniversary celebration flotus honored farmington high school robotics teamyoung leaders tech skills modify adapt motorized play equipment children wheelchair provides road mobility,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
480,  moditsunamo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
481,vice admiral vinod pasricha retd said lie prime minister sh rajiv gandhi official visit nt holiday facts nt matter mr narendramodi pawankhera sabsebadajhootamodi,12,2,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0.0
482,  chouhanshivraj chouhanshivraj deshkishaanmodi,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
483,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
484,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
485,  sujata_trivedi narendramodi manogyaloiwal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
486,watch modionzee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
487,  chouhanshivraj narendramodi chouhanshivraj deshkishaanmodi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
488,  timesnow dramsinghvi pm narendramodi congress ki prem ki dictionary cong ki prem ki varsha,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
489,  prakash cnnnews narendramodi incindia pawankhera official visit,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
490,pm lying strange claims got details wrong administrator island check records wajahat habibullah retired bureaucrat administrator lakshwadeep sabsebadajhootamodi,10,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.275
491,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
492,  narendramodi t,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
493,  firsemodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
494,  narendramodi zeenewshindi aajtak arnabgoswamirtv,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
495,years rahulgandhi attacking narendramodi baseless alligation like chowkidar chor pulwama t,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0
496,modi govts strategic plan helped open jan aushadhi kendras deliver medicines half market price dhairyaroy opindia_com,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08333333333333333
497,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
498,modi ji ko sirf kehna krke dikhana chahiye betiyon ko dokha dwne walon ko aap sakht saza jin logon ne hamari zindagi bardad ki unki thodi si zindagi barbad ho ye logon ko kyun samjh ata hum insan hy hame dard hota hy,30,1,4,1,0,0,0,0,1,1,0,0,0,1,0,4,0.0
499,defence lies exposed ahmed patel ji rajiv gandhi ji assassinated st congress supported chandrashekhars th nov st jun regime surely wasn bjp called hate incindia deshkishaanmodi,14,5,3,1,1,0,0,0,1,0,0,0,0,0,0,1,-0.15000000000000002
500,shining india dalit boy beaten bjp supporters dalit boy bought car nt like minorities lynched daily india un unhumanrights wsj nytimes sushmaswaraj narendramodi razarumi hamidmirpak gulbukhari bbcurdu,15,5,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0.0
501,  piyushgoyal deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
502,jai shri ram amp modi modi chants raised madan mitra roadshow dkha dkha mamata didi revolution taking place west bengal jaishriram,12,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
503,supreme court dismisses petition rahulgandhi alleging holds citizenship countries cji ranjan gogoi said company form mentioned rahul gandhi british citizen british citizen case dismissed tight slap modi,16,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05952380952380953
504,  ptshrikant narendramodi bjpup amitshah,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
